index,stamp_ns
1362,1671607498399817944
1363,1671607498499891996
1364,1671607498599980116
1365,1671607498699810028
1366,1671607498799887180
1367,1671607498899966002
1368,1671607499000051975
1369,1671607499099907160
1370,1671607499199877024
1371,1671607499299968958
1372,1671607499399820089
1373,1671607499499906063
1374,1671607499599994898
1375,1671607499699840069
1376,1671607499799930811
1377,1671607499899891853
1378,1671607500000087023
1379,1671607500099949121
1380,1671607500199788094
1381,1671607500299995899
1382,1671607500399833202
1383,1671607500499923944
1384,1671607500599888802
1385,1671607500699989080
1386,1671607500799825907
1387,1671607500899910927
1388,1671607501000122070
1389,1671607501099973202
1390,1671607501199814796
1391,1671607501299916029
1392,1671607501399995804
1393,1671607501499834776
1394,1671607501599930763
1395,1671607501699886084
1396,1671607501799979925
1397,1671607501899832010
1398,1671607502000031948
1399,1671607502099895954
1400,1671607502199984074
1401,1671607502299822092
1402,1671607502399894953
1403,1671607502499983072
1404,1671607502599817038
1405,1671607502699893951
1406,1671607502799984932
1407,1671607502899824858
1408,1671607503000021935
1409,1671607503099889994
1410,1671607503199990034
1411,1671607503299826860
1412,1671607503399927139
1413,1671607503499995947
1414,1671607503599836826
1415,1671607503699923038
1416,1671607503799881935
1417,1671607503899956942
1418,1671607504000037193
1419,1671607504099897146
1420,1671607504199990988
1421,1671607504299856901
1422,1671607504399939060
1423,1671607504499898911
1424,1671607504599884987
1425,1671607504699980974
1426,1671607504799833059
1427,1671607504899920940
1428,1671607505000002146
1429,1671607505099981070
1430,1671607505199829102
1431,1671607505299936056
1432,1671607505399894953
1433,1671607505499965906
1434,1671607505599801064
1435,1671607505699888229
1436,1671607505799965858
1437,1671607505899796963
1438,1671607506000013113
1439,1671607506099995852
1440,1671607506199831963
1441,1671607506299932957
1442,1671607506399890900
1443,1671607506499989986
1444,1671607506599829912
1445,1671607506699923038
1446,1671607506799891949
1447,1671607506899972200
1448,1671607507000051022
1449,1671607507099898815
1450,1671607507199990988
1451,1671607507299836874
1452,1671607507399934053
1453,1671607507499889851
1454,1671607507599973917
1455,1671607507699807882
1456,1671607507799896002
1457,1671607507899974823
1458,1671607508000058174
1459,1671607508099907160
1460,1671607508199879885
1461,1671607508299968958
1462,1671607508399820089
1463,1671607508499919891
1464,1671607508599888802
1465,1671607508699976921
1466,1671607508799819946
1467,1671607508899909019
1468,1671607509000097990
1469,1671607509099970102
1470,1671607509199820042
1471,1671607509299911022
1472,1671607509399995804
1473,1671607509499833107
1474,1671607509599914074
1475,1671607509699882984
1476,1671607509799974918
1477,1671607509899810076
1478,1671607510000005007
1479,1671607510099994898
1480,1671607510199841976
1481,1671607510299932003
1482,1671607510399884939
1483,1671607510499986887
1484,1671607510599812031
1485,1671607510699903011
1486,1671607510799877882
1487,1671607510899962902
1488,1671607511000037909
1489,1671607511099891901
1490,1671607511199997902
1491,1671607511299829960
1492,1671607511399907112
1493,1671607511499889851
1494,1671607511599977970
1495,1671607511699805021
1496,1671607511799898148
1497,1671607511899877787
1498,1671607512000072002
1499,1671607512099925995
1500,1671607512199896097
1501,1671607512299982071
1502,1671607512399814844
1503,1671607512499922991
1504,1671607512599779129
1505,1671607512699993134
1506,1671607512799828053
1507,1671607512899908066
1508,1671607513000113010
1509,1671607513099961996
1510,1671607513199801207
1511,1671607513299890995
1512,1671607513399981976
1513,1671607513499820948
1514,1671607513599891901
1515,1671607513699876070
1516,1671607513799960136
1517,1671607513899795055
1518,1671607514000005007
1519,1671607514099845171
1520,1671607514199924946
1521,1671607514299897194
1522,1671607514399972200
1523,1671607514499809980
1524,1671607514599891901
1525,1671607514699979067
1526,1671607514799829006
1527,1671607514899920940
1528,1671607514999886990
1529,1671607515099883080
1530,1671607515199975967
1531,1671607515299818039
1532,1671607515399904966
1533,1671607515499882936
1534,1671607515599978924
1535,1671607515699820995
1536,1671607515799911022
1537,1671607515899883032
1538,1671607516000077963
1539,1671607516099919081
1540,1671607516199895144
1541,1671607516299994230
1542,1671607516399834871
1543,1671607516499929190
1544,1671607516599997044
1545,1671607516699826956
1546,1671607516799898863
1547,1671607516899981022
1548,1671607516999825001
1549,1671607517099941969
1550,1671607517199781895
1551,1671607517299993038
1552,1671607517399834871
1553,1671607517499923944
1554,1671607517599884987
1555,1671607517699970961
1556,1671607517799812078
1557,1671607517899919987
1558,1671607518000113964
1559,1671607518099967957
1560,1671607518199798107
1561,1671607518299888849
1562,1671607518399981022
1563,1671607518499811172
1564,1671607518599905968
1565,1671607518699990034
1566,1671607518799836874
1567,1671607518899945974
1568,1671607519000030994
1569,1671607519099889994
1570,1671607519199987888
1571,1671607519299825907
1572,1671607519399919033
1573,1671607519499884129
1574,1671607519599967957
1575,1671607519699800014
1576,1671607519799891949
1577,1671607519899986029
1578,1671607520000075102
1579,1671607520099920988
1580,1671607520199895144
1581,1671607520299983978
1582,1671607520399832010
1583,1671607520499912977
1584,1671607520599884033
1585,1671607520699973106
1586,1671607520799807072
1587,1671607520899909019
1588,1671607521000123978
1589,1671607521099968910
1590,1671607521199805021
1591,1671607521299895048
1592,1671607521399877787
1593,1671607521499953985
1594,1671607521599802017
1595,1671607521699890852
1596,1671607521799973965
1597,1671607521899817944
1598,1671607522000010967
1599,1671607522099988937
1600,1671607522199826956
1601,1671607522299899817
1602,1671607522399875164
1603,1671607522499975920
1604,1671607522599812031
1605,1671607522699898958
1606,1671607522799994946
1607,1671607522899837971
1608,1671607523000035048
1609,1671607523099869013
1610,1671607523199959040
1611,1671607523299793005
1612,1671607523399890900
1613,1671607523499983072
1614,1671607523599824905
1615,1671607523699913025
1616,1671607523799875021
1617,1671607523899973869
1618,1671607523999815941
1619,1671607524099928141
1620,1671607524199781895
1621,1671607524299985886
1622,1671607524399837017
1623,1671607524499943972
1624,1671607524599797964
1625,1671607524699895144
1626,1671607524799995899
1627,1671607524899840117
1628,1671607525000048876
1629,1671607525099905014
1630,1671607525199993134
1631,1671607525299821138
1632,1671607525399909973
1633,1671607525499996901
1634,1671607525599848986
1635,1671607525699951172
1636,1671607525799787045
1637,1671607525899997950
1638,1671607526000073910
1639,1671607526099930763
1640,1671607526199895144
1641,1671607526299973011
1642,1671607526399806976
1643,1671607526499891996
1644,1671607526599972010
1645,1671607526699810982
1646,1671607526799906015
1647,1671607526899987936
1648,1671607527000069857
1649,1671607527099926949
1650,1671607527199881077
1651,1671607527299961090
1652,1671607527399809122
1653,1671607527499885082
1654,1671607527599971056
1655,1671607527699802876
1656,1671607527799892902
1657,1671607527899990082
1658,1671607528000066996
1659,1671607528099921942
1660,1671607528199882030
1661,1671607528299975872
1662,1671607528399823189
1663,1671607528499913931
1664,1671607528599884987
1665,1671607528699962854
1666,1671607528799802065
1667,1671607528899889946
1668,1671607529000101805
1669,1671607529099959135
1670,1671607529199785948
1671,1671607529299995899
1672,1671607529399834871
1673,1671607529499917030
1674,1671607529599876165
1675,1671607529699958086
1676,1671607529799791098
1677,1671607529899891853
1678,1671607530000101805
1679,1671607530099921942
1680,1671607530199997902
1681,1671607530299846888
1682,1671607530399942875
1683,1671607530499774933
1684,1671607530599988937
1685,1671607530699820042
1686,1671607530799925089
1687,1671607530899882078
1688,1671607530999969959
1689,1671607531099956036
1690,1671607531199802876
1691,1671607531299888849
1692,1671607531399976969
1693,1671607531499813795
1694,1671607531599909782
1695,1671607531699877024
1696,1671607531799968004
1697,1671607531899809122
1698,1671607532000018835
1699,1671607532099992990
1700,1671607532199833155
1701,1671607532299925089
1702,1671607532399893999
1703,1671607532499985933
1704,1671607532599825859
1705,1671607532699908018
1706,1671607532799992085
1707,1671607532899821043
1708,1671607533000025034
1709,1671607533099877119
1710,1671607533199965000
1711,1671607533299804926
1712,1671607533399897099
1713,1671607533499981165
1714,1671607533599825859
1715,1671607533699921846
1716,1671607533799875021
1717,1671607533899973154
1718,1671607534000046015
1719,1671607534099898100
1720,1671607534199984074
1721,1671607534299818039
1722,1671607534399897099
1723,1671607534499971151
1724,1671607534599802017
1725,1671607534699889898
1726,1671607534799977064
1727,1671607534899821043
1728,1671607535000036001
1729,1671607535099890947
1730,1671607535199982166
1731,1671607535299818993
1732,1671607535399909019
1733,1671607535499878883
1734,1671607535599967957
1735,1671607535699788094
1736,1671607535799996853
1737,1671607535899828911
1738,1671607536000041008
1739,1671607536099879980
1740,1671607536199962139
1741,1671607536299791098
1742,1671607536399880886
1743,1671607536499979019
1744,1671607536599829912
1745,1671607536699918985
1746,1671607536799898148
1747,1671607536899994135
1748,1671607536999836922
1749,1671607537099947929
1750,1671607537199788094
1751,1671607537299994230
1752,1671607537399835825
1753,1671607537499927044
1754,1671607537599776030
1755,1671607537699994087
1756,1671607537799831152
1757,1671607537899930000
1758,1671607538000033140
1759,1671607538099877119
1760,1671607538199962854
1761,1671607538299794912
1762,1671607538399995804
1763,1671607538499830961
1764,1671607538599917173
1765,1671607538699997902
1766,1671607538799838066
1767,1671607538899930954
1768,1671607539000015020
1769,1671607539099997997
1770,1671607539199838877
1771,1671607539299932957
1772,1671607539399891853
1773,1671607539499969006
1774,1671607539599808931
1775,1671607539699898005
1776,1671607539799991131
1777,1671607539899824858
1778,1671607540000033140
1779,1671607540099881887
1780,1671607540199977875
1781,1671607540299812078
1782,1671607540399898767
1783,1671607540499985933
1784,1671607540599823952
1785,1671607540699920893
1786,1671607540799876213
1787,1671607540899963856
1788,1671607541000052929
1789,1671607541099915028
1790,1671607541199886084
1791,1671607541299984932
1792,1671607541399835825
1793,1671607541499915123
1794,1671607541599877834
1795,1671607541699976921
1796,1671607541799823761
1797,1671607541899925947
1798,1671607542000010014
1799,1671607542099968910
1800,1671607542199813843
1801,1671607542299906969
1802,1671607542399882078
1803,1671607542499964952
1804,1671607542599822998
1805,1671607542699908018
1806,1671607542799876213
1807,1671607542899955988
1808,1671607543000034094
1809,1671607543099883080
1810,1671607543199975967
1811,1671607543299819946
1812,1671607543399896145
1813,1671607543499983788
1814,1671607543599812031
1815,1671607543699898005
1816,1671607543799982071
1817,1671607543899804831
1818,1671607543999886990
1819,1671607544099994898
1820,1671607544199834108
1821,1671607544299926043
1822,1671607544399891853
1823,1671607544499986887
1824,1671607544599813223
1825,1671607544699906111
1826,1671607544799994946
1827,1671607544899825811
1828,1671607545000034094
1829,1671607545099895954
1830,1671607545199995995
1831,1671607545299844027
1832,1671607545399945021
1833,1671607545499898911
1834,1671607545599998951
1835,1671607545699844122
1836,1671607545799920082
1837,1671607545899884939
1838,1671607546000092983
1839,1671607546099935055
1840,1671607546199788094
1841,1671607546299880981
1842,1671607546399971008
1843,1671607546499804974
1844,1671607546599887133
1845,1671607546699970007
1846,1671607546799802065
1847,1671607546899886131
1848,1671607547000090122
1849,1671607547099936008
1850,1671607547199777126
1851,1671607547299981117
1852,1671607547399832010
1853,1671607547499912977
1854,1671607547599998951
1855,1671607547699840069
1856,1671607547799922943
1857,1671607547899883986
1858,1671607548000079155
1859,1671607548099936962
1860,1671607548199896097
1861,1671607548299982071
1862,1671607548399811983
1863,1671607548499899864
1864,1671607548599981070
1865,1671607548699819088
1866,1671607548799912930
1867,1671607548899875164
1868,1671607549000087976
1869,1671607549099943876
1870,1671607549199779034
1871,1671607549299998045
1872,1671607549399834156
1873,1671607549499919891
1874,1671607549599884033
1875,1671607549699980021
1876,1671607549799821138
1877,1671607549899914980
1878,1671607550000005007
1879,1671607550099839926
1880,1671607550199937105
1881,1671607550299894094
1882,1671607550399979115
1883,1671607550499826908
1884,1671607550599915028
1885,1671607550699882030
1886,1671607550799954891
1887,1671607550899785995
1888,1671607550999994040
1889,1671607551099983931
1890,1671607551199810028
1891,1671607551299896002
1892,1671607551399876118
1893,1671607551499976873
1894,1671607551599802971
1895,1671607551699887037
1896,1671607551799975872
1897,1671607551899809122
1898,1671607552000010014
1899,1671607552099855185
1900,1671607552199941158
1901,1671607552299780130
1902,1671607552399991989
1903,1671607552499846935
1904,1671607552599925995
1905,1671607552699881077
1906,1671607552799962044
1907,1671607552899795055
1908,1671607552999886990
1909,1671607553099881887
1910,1671607553199976921
1911,1671607553299814939
1912,1671607553399898767
1913,1671607553499979973
1914,1671607553599817991
1915,1671607553699906111
1916,1671607553799994946
1917,1671607553899837017
1918,1671607554000042915
1919,1671607554099891901
1920,1671607554199980974
1921,1671607554299814939
1922,1671607554399915934
1923,1671607554499893904
1924,1671607554599987030
1925,1671607554699815989
1926,1671607554799912930
1927,1671607554899998903
1928,1671607555000079870
1929,1671607555099925041
1930,1671607555199893951
1931,1671607555299972057
1932,1671607555399824858
1933,1671607555499897003
1934,1671607555599876165
1935,1671607555699973106
1936,1671607555799821138
1937,1671607555899897099
1938,1671607555999983072
1939,1671607556099967957
1940,1671607556199806929
1941,1671607556299909115
1942,1671607556399997950
1943,1671607556499848843
1944,1671607556599938154
1945,1671607556699895144
1946,1671607556799983025
1947,1671607556899821997
1948,1671607557000014067
1949,1671607557099991083
1950,1671607557199836016
1951,1671607557299932957
1952,1671607557399896145
1953,1671607557499986887
1954,1671607557599813223
1955,1671607557699898005
1956,1671607557799994230
1957,1671607557899832010
1958,1671607558000041962
1959,1671607558099897146
1960,1671607558199979067
1961,1671607558299823046
1962,1671607558399917126
1963,1671607558499884129
1964,1671607558599985838
1965,1671607558699830055
1966,1671607558799922943
1967,1671607558899893045
1968,1671607559000102997
1969,1671607559099930763
1970,1671607559199897051
1971,1671607559299998045
1972,1671607559399840117
1973,1671607559499924898
1974,1671607559599884033
1975,1671607559699970007
1976,1671607559799818039
1977,1671607559899900913
1978,1671607559999986887
1979,1671607560099954844
1980,1671607560199795961
1981,1671607560299880028
1982,1671607560399971008
1983,1671607560499813795
1984,1671607560599904060
1985,1671607560699992180
1986,1671607560799825907
1987,1671607560899904013
1988,1671607561000102997
1989,1671607561099956989
1990,1671607561199802876
1991,1671607561299888134
1992,1671607561399983168
1993,1671607561499824047
1994,1671607561599905968
1995,1671607561699876070
1996,1671607561799979925
1997,1671607561899820089
1998,1671607562000016928
1999,1671607562099880934
2000,1671607562199976921
2001,1671607562299818993
2002,1671607562399918079
2003,1671607562499877930
2004,1671607562599954844
2005,1671607562699802160
2006,1671607562799895048
2007,1671607562899973154
2008,1671607563000052929
2009,1671607563099909782
2010,1671607563199990988
2011,1671607563299829960
2012,1671607563399908066
2013,1671607563499990940
2014,1671607563599827051
2015,1671607563699923038
2016,1671607563799881935
2017,1671607563899971008
2018,1671607564000051975
2019,1671607564099902868
2020,1671607564199882984
2021,1671607564299982071
2022,1671607564399818897
2023,1671607564499923944
2024,1671607564599781036
2025,1671607564699996948
2026,1671607564799828053
2027,1671607564899928093
2028,1671607565000006914
2029,1671607565099987030
2030,1671607565199830055
2031,1671607565299906969
2032,1671607565399998903
2033,1671607565499830961
2034,1671607565599926949
2035,1671607565699897051
2036,1671607565799984932
2037,1671607565899816036
2038,1671607566000017881
2039,1671607566099994183
2040,1671607566199833155
2041,1671607566299925089
2042,1671607566399894953
2043,1671607566499973774
2044,1671607566599810123
2045,1671607566699903011
2046,1671607566799991131
2047,1671607566899828911
2048,1671607567000027895
2049,1671607567099889994
2050,1671607567199970007
2051,1671607567299803972
2052,1671607567399899960
2053,1671607567499982119
2054,1671607567599825859
2055,1671607567699909210
2056,1671607567799881935
2057,1671607567899979115
2058,1671607568000059843
2059,1671607568099907160
2060,1671607568199992180
2061,1671607568299833059
2062,1671607568399919033
2063,1671607568499886990
2064,1671607568599982023
2065,1671607568699829102
2066,1671607568799909830
2067,1671607568899997950
2068,1671607569000066996
2069,1671607569099909067
2070,1671607569199994802
2071,1671607569299845219
2072,1671607569399951935
2073,1671607569499784946
2074,1671607569599879026
2075,1671607569699940205
2076,1671607569799777031
2077,1671607569899988890
2078,1671607570000072956
2079,1671607570099926949
2080,1671607570199892044
2081,1671607570299985886
2082,1671607570399824858
2083,1671607570499917984
2084,1671607570599898815
2085,1671607570699997902
2086,1671607570799839973
2087,1671607570899924040
2088,1671607571000010967
2089,1671607571099997997
2090,1671607571199831963
2091,1671607571299908161
2092,1671607571399891853
2093,1671607571499983072
2094,1671607571599836826
2095,1671607571699924946
2096,1671607571799880028
2097,1671607571899981976
2098,1671607572000069857
2099,1671607572099920988
2100,1671607572199892044
2101,1671607572299978018
2102,1671607572399802923
2103,1671607572499898911
2104,1671607572599998951
2105,1671607572699848890
2106,1671607572799923897
2107,1671607572899896145
2108,1671607573000082970
2109,1671607573099951029
2110,1671607573199790001
2111,1671607573299994946
2112,1671607573399847984
2113,1671607573499927998
2114,1671607573599881887
2115,1671607573699975967
2116,1671607573799815893
2117,1671607573899900913
2118,1671607574000113964
2119,1671607574099957943
2120,1671607574199795008
2121,1671607574299889803
2122,1671607574399983168
2123,1671607574499827862
2124,1671607574599900007
2125,1671607574699995995
2126,1671607574799834967
2127,1671607574899914026
2128,1671607575000005007
2129,1671607575099849939
2130,1671607575199934959
2131,1671607575299774885
2132,1671607575399994135
2133,1671607575499837875
2134,1671607575599932909
2135,1671607575699782848
2136,1671607575799988985
2137,1671607575899833202
2138,1671607575999922037
2139,1671607576099900961
2140,1671607576199990034
2141,1671607576299824953
2142,1671607576399929047
2143,1671607576499888897
2144,1671607576599966049
2145,1671607576699801207
2146,1671607576799885988
2147,1671607576899962187
2148,1671607577000056982
2149,1671607577099890947
2150,1671607577199990988
2151,1671607577299838066
2152,1671607577399935007
2153,1671607577499785900
2154,1671607577599997997
2155,1671607577699836016
2156,1671607577799920082
2157,1671607577899883986
2158,1671607577999962091
2159,1671607578099940062
2160,1671607578199784040
2161,1671607578299984932
2162,1671607578399810076
2163,1671607578499899864
2164,1671607578599876165
2165,1671607578699954033
2166,1671607578799798965
2167,1671607578899877071
2168,1671607579000084877
2169,1671607579099940062
2170,1671607579199779987
2171,1671607579299993038
2172,1671607579399833202
2173,1671607579499937057
2174,1671607579599776030
2175,1671607579699878931
2176,1671607579799964905
2177,1671607579899803877
2178,1671607580000003099
2179,1671607580099971056
2180,1671607580199813843
2181,1671607580299919844
2182,1671607580399998903
2183,1671607580499839067
2184,1671607580599918127
2185,1671607580699885130
2186,1671607580799974918
2187,1671607580899820089
2188,1671607581000021935
2189,1671607581099998951
2190,1671607581199848890
2191,1671607581299941778
2192,1671607581399775982
2193,1671607581499973774
2194,1671607581599811077
2195,1671607581699896097
2196,1671607581799985886
2197,1671607581899842024
2198,1671607582000059843
2199,1671607582099922895
2200,1671607582199893951
2201,1671607582299968958
2202,1671607582399789095
2203,1671607582499889851
2204,1671607582599994183
2205,1671607582699841976
2206,1671607582799930811
2207,1671607582899783850
2208,1671607583000113010
2209,1671607583099972010
2210,1671607583199823141
2211,1671607583299926043
2212,1671607583399785995
2213,1671607583499997854
2214,1671607583599841118
2215,1671607583699934006
2216,1671607583799779177
2217,1671607583899993181
2218,1671607584000072002
2219,1671607584099907160
2220,1671607584199877977
2221,1671607584299965858
2222,1671607584399813175
2223,1671607584499903917
2224,1671607584599987030
2225,1671607584699816942
2226,1671607584799906015
2227,1671607584899979115
2228,1671607584999834061
2229,1671607585099954844
2230,1671607585199792862
2231,1671607585299885035
2232,1671607585399974823
2233,1671607585499811172
2234,1671607585599897146
2235,1671607585699999094
2236,1671607585799834967
2237,1671607585899929047
2238,1671607586000016928
2239,1671607586099880934
2240,1671607586199959993
2241,1671607586299800158
2242,1671607586399884939
2243,1671607586499969006
2244,1671607586599817038
2245,1671607586699890852
2246,1671607586799986839
2247,1671607586899824142
2248,1671607587000023127
2249,1671607587099994183
2250,1671607587199831009
2251,1671607587299909115
2252,1671607587399993181
2253,1671607587499830008
2254,1671607587599912882
2255,1671607587699997902
2256,1671607587799831152
2257,1671607587899927139
2258,1671607588000009060
2259,1671607588099994183
2260,1671607588199823141
2261,1671607588299905062
2262,1671607588399991989
2263,1671607588499834776
2264,1671607588599915981
2265,1671607588699878931
2266,1671607588799975872
2267,1671607588899821997
2268,1671607589000028849
2269,1671607589099877834
2270,1671607589199962854
2271,1671607589299801111
2272,1671607589399891853
2273,1671607589499976873
2274,1671607589599803925
2275,1671607589699906111
2276,1671607589799998045
2277,1671607589899832010
2278,1671607590000042915
2279,1671607590099895954
2280,1671607590199970007
2281,1671607590299808025
2282,1671607590399899960
2283,1671607590499989986
2284,1671607590599825859
2285,1671607590699925900
2286,1671607590799898863
2287,1671607590899973869
2288,1671607591000054121
2289,1671607591099891901
2290,1671607591199972153
2291,1671607591299805880
2292,1671607591399897099
2293,1671607591499985933
2294,1671607591599828959
2295,1671607591699923038
2296,1671607591799880981
2297,1671607591899977922
2298,1671607591999806881
2299,1671607592099912882
2300,1671607592199876070
2301,1671607592299972057
2302,1671607592399807930
2303,1671607592499994040
2304,1671607592599824905
2305,1671607592699924946
2306,1671607592799880981
2307,1671607592899959087
2308,1671607593000041962
2309,1671607593099884987
2310,1671607593199975967
2311,1671607593299808025
2312,1671607593399894953
2313,1671607593499979019
2314,1671607593599817038
2315,1671607593699909210
2316,1671607593799996853
2317,1671607593899834871
2318,1671607594000044107
2319,1671607594099900007
2320,1671607594199992180
2321,1671607594299836874
2322,1671607594399930954
2323,1671607594499898911
2324,1671607594599988937
2325,1671607594699844122
2326,1671607594799926996
2327,1671607594899891853
2328,1671607595000100136
2329,1671607595099952221
2330,1671607595199790001
2331,1671607595299875021
2332,1671607595399967909
2333,1671607595499809027
2334,1671607595599888802
2335,1671607595699962854
2336,1671607595799802065
2337,1671607595899898052
2338,1671607596000111103
2339,1671607596099967957
2340,1671607596199813843
2341,1671607596299889803
2342,1671607596399979115
2343,1671607596499819040
2344,1671607596599922895
2345,1671607596699875116
2346,1671607596799952984
2347,1671607596899791002
2348,1671607597000117064
2349,1671607597099963903
2350,1671607597199801207
2351,1671607597299895048
2352,1671607597399984121
2353,1671607597499820948
2354,1671607597599925995
2355,1671607597699878931
2356,1671607597799986839
2357,1671607597899837017
2358,1671607598000038862
2359,1671607598099884033
2360,1671607598199962139
2361,1671607598299793959
2362,1671607598399879932
2363,1671607598499968052
2364,1671607598599802971
2365,1671607598699898958
2366,1671607598799988985
2367,1671607598899825811
2368,1671607599000034094
2369,1671607599099889994
2370,1671607599199973106
2371,1671607599299794912
2372,1671607599399889946
2373,1671607599499985933
2374,1671607599599834919
2375,1671607599699924946
2376,1671607599799878836
2377,1671607599899959087
2378,1671607600000059843
2379,1671607600099887133
2380,1671607600199976921
2381,1671607600299818993
2382,1671607600399920225
2383,1671607600499897003
2384,1671607600599985838
2385,1671607600699817896
2386,1671607600799911022
2387,1671607600899995804
2388,1671607600999846935
2389,1671607601099972010
2390,1671607601199805021
2391,1671607601299896002
2392,1671607601399993181
2393,1671607601499833107
2394,1671607601599931955
2395,1671607601699895144
2396,1671607601799978971
2397,1671607601899814844
2398,1671607602000036001
2399,1671607602099890947
2400,1671607602199972153
2401,1671607602299829960
2402,1671607602399922848
2403,1671607602499775887
2404,1671607602599994898
2405,1671607602699822187
2406,1671607602799901009
2407,1671607602899979115
2408,1671607603000066042
2409,1671607603099921942
2410,1671607603199993134
2411,1671607603299839020
2412,1671607603399913073
2413,1671607603499985933
2414,1671607603599813938
2415,1671607603699903011
2416,1671607603799986839
2417,1671607603899824142
2418,1671607604000035048
2419,1671607604099893093
2420,1671607604199979067
2421,1671607604299821138
2422,1671607604399894953
2423,1671607604499951124
2424,1671607604599784851
2425,1671607604699887037
2426,1671607604799986839
2427,1671607604899810076
2428,1671607605000015020
2429,1671607605099995852
2430,1671607605199831009
2431,1671607605299902916
2432,1671607605399994850
2433,1671607605499825954
2434,1671607605599921942
2435,1671607605699885130
2436,1671607605799962997
2437,1671607605899790049
2438,1671607606000122070
2439,1671607606099959135
2440,1671607606199807882
2441,1671607606299906969
2442,1671607606399878979
2443,1671607606499971151
2444,1671607606599802971
2445,1671607606699888945
2446,1671607606799968958
2447,1671607606899821997
2448,1671607606999930859
2449,1671607607099782944
2450,1671607607199877977
2451,1671607607299965858
2452,1671607607399810076
2453,1671607607499895096
2454,1671607607599974871
2455,1671607607699803829
2456,1671607607799896002
2457,1671607607899984837
2458,1671607607999813795
2459,1671607608099904060
2460,1671607608199982166
2461,1671607608299825907
2462,1671607608399907112
2463,1671607608499995947
2464,1671607608599838018
2465,1671607608699935913
2466,1671607608799898863
2467,1671607608899994850
2468,1671607608999830008
2469,1671607609099941015
2470,1671607609199782848
2471,1671607609299995899
2472,1671607609399827957
2473,1671607609499920845
2474,1671607609599879980
2475,1671607609699949026
2476,1671607609799805880
2477,1671607609899890900
2478,1671607609999984980
2479,1671607610099968910
2480,1671607610199807882
2481,1671607610299901009
2482,1671607610399988890
2483,1671607610499826908
2484,1671607610599922895
2485,1671607610699887037
2486,1671607610799971104
2487,1671607610899806976
2488,1671607611000016928
2489,1671607611099880934
2490,1671607611199965000
2491,1671607611299815893
2492,1671607611399901867
2493,1671607611499983788
2494,1671607611599822044
2495,1671607611699925900
2496,1671607611799890995
2497,1671607611899973869
2498,1671607612000048161
2499,1671607612099889994
2500,1671607612199969053
2501,1671607612299808979
2502,1671607612399896145
2503,1671607612499989033
2504,1671607612599828959
2505,1671607612699923992
2506,1671607612799887180
2507,1671607612899974823
2508,1671607612999819994
2509,1671607613099920988
2510,1671607613199878931
2511,1671607613299971104
2512,1671607613399813175
2513,1671607613499895096
2514,1671607613599991083
2515,1671607613699836969
2516,1671607613799920797
2517,1671607613899893999
2518,1671607614000093937
2519,1671607614099923849
2520,1671607614199882984
2521,1671607614299983025
2522,1671607614399827003
2523,1671607614499919891
2524,1671607614599888802
2525,1671607614699986935
2526,1671607614799826860
2527,1671607614899898767
2528,1671607614999979019
2529,1671607615099966049
2530,1671607615199813843
2531,1671607615299911022
2532,1671607615399883986
2533,1671607615499972105
2534,1671607615599806070
2535,1671607615699904919
2536,1671607615799994946
2537,1671607615899847984
2538,1671607616000054121
2539,1671607616099909067
2540,1671607616199885130
2541,1671607616299975872
2542,1671607616399814844
2543,1671607616499902964
2544,1671607616599997044
2545,1671607616699831963
2546,1671607616799926043
2547,1671607616899898767
2548,1671607617000102997
2549,1671607617099973202
2550,1671607617199800014
2551,1671607617299906015
2552,1671607617399883032
2553,1671607617499976873
2554,1671607617599824905
2555,1671607617699918032
2556,1671607617799877167
2557,1671607617899960995
2558,1671607618000051022
2559,1671607618099909067
2560,1671607618199875116
2561,1671607618299963951
2562,1671607618399802208
2563,1671607618499898195
2564,1671607618599991083
2565,1671607618699822187
2566,1671607618799897194
2567,1671607618899983883
2568,1671607619000063896
2569,1671607619099912882
2570,1671607619199990988
2571,1671607619299836874
2572,1671607619399927139
2573,1671607619499888182
2574,1671607619599978924
2575,1671607619699806929
2576,1671607619799891949
2577,1671607619899987936
2578,1671607620000075102
2579,1671607620099933863
2580,1671607620199777126
2581,1671607620299983025
2582,1671607620399816990
2583,1671607620499900818
2584,1671607620599987984
2585,1671607620699837923
2586,1671607620799923897
2587,1671607620899890900
2588,1671607621000091791
2589,1671607621099930763
2590,1671607621199887991
2591,1671607621299978018
2592,1671607621399821043
2593,1671607621499923944
2594,1671607621599776030
2595,1671607621699995995
2596,1671607621799843073
2597,1671607621899929047
2598,1671607622000124931
2599,1671607622099974871
2600,1671607622199813128
2601,1671607622299899817
2602,1671607622399986982
2603,1671607622499825001
2604,1671607622599915981
2605,1671607622699885130
2606,1671607622799982071
2607,1671607622899825811
2608,1671607623000021935
2609,1671607623099866867
2610,1671607623199958086
2611,1671607623299783945
2612,1671607623399877071
2613,1671607623499955893
2614,1671607623599776983
2615,1671607623699997902
2616,1671607623799849987
2617,1671607623899934053
2618,1671607623999888897
2619,1671607624099992037
2620,1671607624199838877
2621,1671607624299934864
2622,1671607624399786949
2623,1671607624499878883
2624,1671607624599961996
2625,1671607624699801207
2626,1671607624799998045
2627,1671607624899830103
2628,1671607625000041008
2629,1671607625099901915
2630,1671607625199989080
2631,1671607625299832106
2632,1671607625399928093
